1446	HPChange	2672.00	0.00	abs	15000	1	2672.00	Medizinischer Verband VII	1771	Medizinischer Verband VII	Stellt immer nach 1s 2672 LP wieder her.	Icon_Items.Bandage7_rare_Tex
1450	HPChange	43.00	0.00	abs	10000	1	43.00	Erste Hilfe I	125	Verband des Musterschülers	Heilt immer nach 1s 43 LP.	Icon_Items.Bandage1_Tex
1451	HPChange	79.00	0.00	abs	10000	1	79.00	Erste Hilfe II	126	Verdraverband	Heilt immer nach 1s 79 LP.	Icon_Items.Bandage2_Tex
1452	HPChange	152.00	0.00	abs	10000	1	152.00	Erste Hilfe III	127	Sylvaverband	Heilt immer nach 1s 152 LP.	Icon_Items.Bandage3_Tex
1453	HPChange	290.00	0.00	abs	10000	1	290.00	Erste Hilfe IV	128	Shetlaverband	Heilt immer nach 1s 290 LP.	Icon_Items.Bandage4_Tex
1454	HPChange	582.00	0.00	abs	10000	1	582.00	Erste Hilfe V	7154	Toiraverband	Heilt immer nach 1s 582 LP.	Icon_Items.Bandage5_Tex
1455	HPChange	954.00	0.00	abs	10000	1	954.00	Erste Hilfe VI	7155	Luriaverband	Heilt immer nach 1s 954 LP.	Icon_Items.Bandage6_Tex
1460	HPChange	0.05	0.00	perc	20000	1	0.05	Lelyns Verband	5	Lelyns Gebundener Verband	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.Perfect_Bandage_Tex
1460	HPChange	0.05	0.00	perc	20000	1	0.05	Lelyns Verband	30	Lelyns Verband	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.Perfect_Bandage_Tex
1460	HPChange	0.05	0.00	perc	20000	1	0.05	Lelyns Verband	389	Veteranenverband	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.Perfect_Bandage_Tex
1461	HPChange	0.04	0.00	perc	30000	1	0.04	Toruanimbiss	345	Leckeres Essen	Heilt immer nach 1s 4% der maximalen LP.	Icon_Items.RiceCake_Tex
1461	HPChange	0.04	0.00	perc	30000	1	0.04	Toruanimbiss	139303	Rainbow Rice Cake	Heilt immer nach 1s 4% der maximalen LP.	Icon_Items.RiceCake_Tex
1462	HPChange	0.05	0.00	perc	20000	1	0.05	Tertasfruchtbonbon	360	Tertasfruchtbonbon	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.CandyApple_Tex
1490	HPChange	0.05	0.00	perc	15000	1	0.05	Verjüngungstrank	111	Verjüngungstrank	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.potion1_Tex
1490	HPChange	0.05	0.00	perc	15000	1	0.05	Verjüngungstrank	112	Heldentrank	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.potion1_Tex
1490	HPChange	0.05	0.00	perc	15000	1	0.05	Verjüngungstrank	9999	Skill Test Item	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.potion1_Tex
1490	HPChange	0.05	0.00	perc	15000	1	0.05	Verjüngungstrank	139002	[Internetcafé] Verjüngungstrank	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.potion1_Tex
1490	HPChange	0.05	0.00	perc	15000	1	0.05	Verjüngungstrank	193027	LP-Wiederherstellungstrank	Heilt immer nach 1s 5% der maximalen LP.	Icon_Items.potion1_Tex
1491	HPChange	0.06	0.00	perc	5000	1	0.06	Heldentrank			Heilt immer nach 1s 6% der maximalen LP.	Icon_Items.potion1_Tex
1495	MovSpdInCombat	0.00	0.00	perc	2000	0	0.20	Schlachtfeldgift			Verringert die LP um 20.000 pro Sekunde.	Icon_Status.poisonstatus_Tex
1495	HPChange	-20000.00	0.00	perc	2000	1	-20000.00	Schlachtfeldgift			Verringert die LP um 20.000 pro Sekunde.	Icon_Status.poisonstatus_Tex
1510	HPChange	0.50	0.00	perc	1000	1	0.50	Heiltrank	114	Valkyon-Gesundheitstrank	Heilt sofort 50% der maximalen LP.	Icon_Items.potion5_Tex
1510	HPChange	0.50	0.00	perc	1000	1	0.50	Heiltrank	116	Gesundheitstrank	Heilt sofort 50% der maximalen LP.	Icon_Items.potion5_Tex
1530	MPChange	0.00	0.05	perc	15000	1	0.05	Göttliche Infusion	130	Göttliche Infusion	Stellt immer nach 1s 5% der maximalen MP wieder her.	Icon_Items.potion19_Tex
1530	MPChange	0.00	0.05	perc	15000	1	0.05	Göttliche Infusion	139003	[Internetcafé] Göttliche Infusion	Stellt immer nach 1s 5% der maximalen MP wieder her.	Icon_Items.potion19_Tex
1530	MPChange	0.00	0.05	perc	15000	1	0.05	Göttliche Infusion	193028	Göttliche Infusion	Stellt immer nach 1s 5% der maximalen MP wieder her.	Icon_Items.potion19_Tex
1610	HPChange	0.02	0.00	perc	10000	1	0.02	Verjüngungssphäre	8000	Verjüngungssphäre	Heilt immer nach 1s 2% der maximalen LP.	Icon_Items.potion1_Tex
1630	HPChange	0.25	0.00	perc	1000	1	0.25	Heilsphäre	8005	Heilsphäre	Heilt 25% der maximalen LP.	Icon_Items.potion5_Tex
1650	HPChange	1.00	0.00	perc	1000	1	1.00	Kaias Horn	3	Kaias Gebundener Met	Test	Icon_Items.Artisan_Potion_Tex
1650	HPChange	1.00	0.00	perc	1000	1	1.00	Kaias Horn	28	Kaias Met	Test	Icon_Items.Artisan_Potion_Tex
1650	HPChange	1.00	0.00	perc	1000	1	1.00	Kaias Horn	43	Gestohlene Suppe des Gebundenen Symon	Test	Icon_Items.Artisan_Potion_Tex
1650	HPChange	1.00	0.00	perc	1000	1	1.00	Kaias Horn	44	Gestohlene Suppe des Symon	Test	Icon_Items.Artisan_Potion_Tex
1650	HPChange	1.00	0.00	perc	1000	1	1.00	Kaias Horn	359	Kürbispastete	Test	Icon_Items.Artisan_Potion_Tex
1660	MPChange	0.00	1.00	perc	1000	1	1.00	Serens Duftwasser	4	Serens Gebundenes Duftwasser	Test	Icon_Items.Artisan_Potion_Tex
1660	MPChange	0.00	1.00	perc	1000	1	1.00	Serens Duftwasser	29	Serens Duftwasser	Test	Icon_Items.Artisan_Potion_Tex
1671	HPChange	0.70	0.00	perc	1000	1	0.70	Mysteriöse Perle	8024	Edler Segen des Wildjägers	Keine Anzeige für Schwächungstooltip (isShow=False). Wenn Tooltip sichtbar, BTS erforderlich.	Icon_Status.plusfocus_Tex
1800	Power	0.00	0.00	perc	600000	0	0.10	Gespenstische Blässe	305	Kaias Bindung	Verringert die Kraft um 90%, die Konstitution um 90% und die Bewegungsgeschwindigkeit um 30%. Kann nicht gereinigt oder gesäubert werden.	Icon_Status.diseasedown_Tex
1800	Endurance	0.00	0.00	perc	600000	0	0.10	Gespenstische Blässe	305	Kaias Bindung	Verringert die Kraft um 90%, die Konstitution um 90% und die Bewegungsgeschwindigkeit um 30%. Kann nicht gereinigt oder gesäubert werden.	Icon_Status.diseasedown_Tex
2000	MPChange	0.00	0.05	perc	80000	2	0.05	MP-Wiederherstellung II	8003	Geisterhafte MP-Regenerationssphäre	Stellt immer nach 2s 5% der maximalen MP wieder her.	Icon_Status.delaympgain_Tex
2010	MPChange	0.00	0.02	perc	80000	2	0.02	MP-Wiederherstellung I	8002	MP-Regenerationssphäre	Stellt immer nach 2s 2% der maximalen MP wieder her.	Icon_Status.delaympgain_Tex
2020	HPChange	0.35	0.00	perc	1000	1	0.35	Gesundheitsschub	8001	LP-Verjüngungssphäre	Heilt 35% der maximalen LP.	Icon_Status.delayheal_Tex
2040	Endurance	0.00	0.00	perc	20000	0	1.70	Unbeugsamer Wille I	8004	Starke Resistenzsphäre	Erhöht die Konstitution, das Gleichgewicht und die Resistenz um 70%.	Icon_Status.pluswill_Tex
2041	Endurance	0.00	0.00	perc	25000	0	1.70	Unbeugsamer Wille II			Erhöht die Konstitution, das Gleichgewicht und die Resistenz um 70%.	Icon_Status.pluswill_Tex
2042	Endurance	0.00	0.00	perc	30000	0	1.70	Unbeugsamer Wille III			Erhöht die Konstitution, das Gleichgewicht und die Resistenz um 70%.	Icon_Status.pluswill_Tex
2050	Attack	0.00	0.00	perc	180000	0	1.30	Blutdurst			Erhöht den Fertigkeitsschaden um 30% und die Angriffsgeschwindigkeit um 30%.	Icon_Status.BattleFieldBuff02_Tex
2050	ASpd	0.00	0.00	perc	180000	0	1.30	Blutdurst			Erhöht den Fertigkeitsschaden um 30% und die Angriffsgeschwindigkeit um 30%.	Icon_Status.BattleFieldBuff02_Tex
2051	Endurance	0.00	0.00	perc	0	0	1.00	Blutsauger			Vernichtet dieses Monster, um den Effekt Blutdurst zu erhalten, der die Angriffsgeschwindigkeit und den Fertigkeitsschaden erhöht.	Icon_Status.BattleFieldBuff02_Tex
2052	Block	0.00	0.00	swch	900000	0	0.00	Fluch des Kumasschatzes			Ihr könnt Euch mit einem Kumaszuckerdiamanten bewegen, aber Angriffe oder andere Aktionen sind solange nicht möglich.	Icon_Status.diseaseup_Tex
2052	Block	0.00	0.00	swch	900000	0	0.00	Fluch des Kumasschatzes			Ihr könnt Euch mit einem Kumaszuckerdiamanten bewegen, aber Angriffe oder andere Aktionen sind solange nicht möglich.	Icon_Status.diseaseup_Tex
2057	HPChange	3000.00	0.00	abs	900000	1	3000.00	LP-Wiederherstellung durch Kumas I			Stellt immer nach 1s 3000 LP wieder her.	Icon_Skills.refreshbless_Tex
2058	HPChange	10000.00	0.00	abs	900000	1	10000.00	LP-Wiederherstellung durch Kumas II			Stellt immer nach 1s 10000 LP wieder her.	Icon_Skills.refreshbless_Tex
2059	HPChange	20000.00	0.00	abs	900000	1	20000.00	LP-Wiederherstellung durch Kumas III			Stellt immer nach 1s 20000 LP wieder her.	Icon_Skills.refreshbless_Tex
2061	Endurance	0.00	0.00	perc	0	0	1.00	Preis des Siegers			Vernichtet dieses Monster, um den Effekt Schutz des Siegers zu erhalten, der Schaden absorbiert und Niederschlagen sowie Taumeln verhindert.	Icon_Status.BattleFieldBuff01_Tex
2066	HPChange	-0.02	0.00	perc	10000	1	-0.02	Verprügelt!			Kumasfluch! Zieht immer nach 1s 2% Eurer LP ab. Dieser Effekt kann nicht entfernt werden.	Icon_Status.poisonstatus_Tex
2067	MPChange	0.00	-30.00	abs	0	2	-30.00	Freisetzung der Aura der Unnachgiebigkeit I			Verleiht Charakteren im Umkreis von 30 m Aura der Unnachgiebigen. Pro 2 verliert Ihr -30 MP, während der Effekt wirkt.	Icon_Skills.areahpgain_Tex
2069	Block	0.00	0.00	swch	900000	0	0.00	Gewicht des Schatzes			Verringert die Bewegungsgeschwindigkeit mit dem Kumaszuckerdiamanten im Gepäck um 60%.	Icon_Status.F2P_RewardBox_Tex
2070	Power	0.00	0.00	abs	180000	0	20.00	Kraftvolle Moral			Erhöht die Kraft um 20, die Konstitution um 10 und die Angriffsgeschwindigkeit um 20%. Erhöht außerdem die Bewegungsgeschwindigkeit um 10.	Icon_Status.BattleFieldBuff03_Tex
2070	Endurance	0.00	0.00	abs	180000	0	10.00	Kraftvolle Moral			Erhöht die Kraft um 20, die Konstitution um 10 und die Angriffsgeschwindigkeit um 20%. Erhöht außerdem die Bewegungsgeschwindigkeit um 10.	Icon_Status.BattleFieldBuff03_Tex
2070	ASpd	0.00	0.00	perc	180000	0	1.20	Kraftvolle Moral			Erhöht die Kraft um 20, die Konstitution um 10 und die Angriffsgeschwindigkeit um 20%. Erhöht außerdem die Bewegungsgeschwindigkeit um 10.	Icon_Status.BattleFieldBuff03_Tex
2071	Endurance	0.00	0.00	perc	0	0	1.00	Kraftvoller Feind			Vernichtet dieses Monster, um den Effekt Kraftvolle Moral zu erhalten, der Kraft, Konstitution, Angriffsgeschwindigkeit und Bewegungsgeschwindigkeit für alle Gruppenmitglieder erhöht.	Icon_Status.BattleFieldBuff03_Tex
2072	DefPotion	0.00	0.00	perc	10000	0	0.00	Gnade			Ihr werdet immun gegen Spielerangriffe, inklusive Niederschlagen und Taumeln. Erhöht erheblich die Resistenz gegen schädliche Effekte. Bricht ab, sobald eine Kampffertigkeit verwendet wird.	Icon_Status.mpsuckup_Tex
2080	Power	0.00	0.00	abs	0	0	40.00	Verzweifelte Entschlossenheit			Erhöht die maximalen LP um 50% und die Kraft und Konstitution um 40. Erhöht außerdem die Bewegungsgeschwindigkeit um 50. Dieser Effekt verschwindet, wenn sich die Punktediskrepanz zwischen Euch und der gegnerischen Gruppe verringert.	Icon_Status.BattleFieldBuff04_Tex
